date,family,unit_sales,promo_count,transactions,oil_price,is_holiday,holiday_count,day_of_week,month,week_of_year,day_of_month,quarter,dow_sin,dow_cos,month_sin,month_cos,time_index,lag_1,lag_7,lag_14,lag_28,lag_56,target,rolling_mean_7,rolling_mean_14,rolling_mean_28,rolling_std_7,rolling_std_14,promo_lag_1,promo_lag_7,lag_diff_1
2013-09-26,BEVERAGES,45533.0,0,66914,103.1,0.0,0.0,3,9,39,26,3,0.4338837391175582,-0.900968867902419,-1.0,-1.8369701987210294e-16,268,52627.0,43939.0,45213.0,45340.0,58832.0,-7094.0,62039.142857142855,61930.71428571428,63564.42857142857,19175.640923044113,17959.676395185452,0.0,0.0,8688.0
2013-09-27,BEVERAGES,53837.0,0,72409,102.86,0.0,0.0,4,9,39,27,3,-0.433883739117558,-0.9009688679024191,-1.0,-1.8369701987210294e-16,269,45533.0,53457.0,53085.0,58691.0,58105.0,8304.0,62266.857142857145,61953.57142857143,63571.32142857143,18932.801486913064,17936.952488408668,0.0,0.0,-7924.0
2013-09-28,BEVERAGES,81683.0,0,91304,102.69333333333331,1.0,1.0,5,9,39,28,3,-0.9749279121818236,-0.2225209339563146,-1.0,-1.8369701987210294e-16,270,53837.0,85674.0,82022.0,84981.0,76600.0,27846.0,62321.142857142855,62007.28571428572,63397.96428571428,18903.85372023892,17909.45650263518,0.0,0.0,-31837.0
2013-09-29,BEVERAGES,86186.0,0,87268,102.52666666666669,0.0,0.0,6,9,39,29,3,-0.7818314824680299,0.6234898018587334,-1.0,-1.8369701987210294e-16,271,81683.0,92535.0,92721.0,103265.0,78674.0,4503.0,61751.0,61983.07142857143,63280.17857142857,18126.335573781416,17880.520029713014,0.0,0.0,-10852.0
2013-09-30,BEVERAGES,50122.0,0,74455,102.36,0.0,0.0,0,9,40,30,3,0.0,1.0,-1.0,-1.8369701987210294e-16,272,86186.0,58727.0,58940.0,69338.0,55964.0,-36064.0,60844.0,61516.28571428572,62670.21428571428,16406.50416755502,17083.91057929419,0.0,0.0,27459.0
2013-10-01,BEVERAGES,60321.0,0,80690,102.09,0.0,0.0,1,10,40,1,4,0.7818314824680298,0.6234898018587336,-0.8660254037844386,0.5000000000000001,273,50122.0,47315.0,51380.0,58184.0,48861.0,10199.0,59614.71428571428,60886.42857142857,61983.92857142857,16906.319653848244,17346.731963173897,0.0,0.0,2807.0
2013-10-02,BEVERAGES,59689.0,0,80520,104.15,0.0,0.0,2,10,40,2,4,0.9749279121818236,-0.2225209339563143,-0.8660254037844386,0.5000000000000001,274,60321.0,52627.0,49395.0,56818.0,51750.0,-632.0,61472.71428571428,61525.07142857143,62060.25,16020.781220176568,17133.089547890806,0.0,0.0,7694.0
2013-10-03,BEVERAGES,52196.0,0,73793,103.29,0.0,0.0,3,10,40,3,4,0.4338837391175582,-0.900968867902419,-0.8660254037844386,0.5000000000000001,275,59689.0,45533.0,43939.0,49568.0,45223.0,-7493.0,62481.57142857143,62260.357142857145,62162.78571428572,15587.404165512871,16789.922209043005,0.0,0.0,14156.0
2013-10-04,BEVERAGES,58243.0,0,78169,103.83,0.0,0.0,4,10,40,4,4,-0.433883739117558,-0.9009688679024191,-0.8660254037844386,0.5000000000000001,276,52196.0,53837.0,53457.0,52021.0,56994.0,6047.0,63433.42857142857,62850.142857142855,62256.642857142855,14548.76680750118,16232.60877112748,0.0,0.0,-1641.0
2013-10-05,BEVERAGES,87728.0,0,97345,103.57666666666668,0.0,0.0,5,10,40,5,4,-0.9749279121818236,-0.2225209339563146,-0.8660254037844386,0.5000000000000001,277,58243.0,81683.0,85674.0,85849.0,72429.0,29485.0,64062.857142857145,63192.0,62478.857142857145,14154.36056990416,16069.146600287764,0.0,0.0,-23440.0
2013-10-06,BEVERAGES,91453.0,0,91143,103.32333333333332,0.0,0.0,6,10,40,6,4,-0.7818314824680299,0.6234898018587334,-0.8660254037844386,0.5000000000000001,278,87728.0,86186.0,92535.0,93549.0,71491.0,3725.0,64926.42857142857,63338.71428571428,62545.96428571428,15526.454852467605,16297.948815860142,0.0,0.0,1542.0
2013-10-07,BEVERAGES,58456.0,0,77290,103.07,1.0,1.0,0,10,41,7,4,0.0,1.0,-0.8660254037844386,0.5000000000000001,279,91453.0,50122.0,58727.0,57483.0,51037.0,-32997.0,65678.85714285714,63261.42857142857,62471.107142857145,16803.52827462706,16150.749212030118,0.0,0.0,41331.0
2013-10-08,BEVERAGES,51219.0,0,73728,103.54,0.0,0.0,1,10,41,8,4,0.7818314824680298,0.6234898018587336,-0.8660254037844386,0.5000000000000001,280,58456.0,60321.0,47315.0,46900.0,48492.0,-7237.0,66869.42857142857,63242.07142857143,62505.857142857145,15781.756417428584,16156.76318718618,0.0,0.0,-1865.0
2013-10-09,BEVERAGES,50572.0,0,73206,101.63,1.0,1.0,2,10,41,9,4,0.9749279121818236,-0.2225209339563143,-0.8660254037844386,0.5000000000000001,281,51219.0,59689.0,52627.0,50787.0,47806.0,-647.0,65569.14285714286,63520.92857142857,62660.107142857145,16756.102424973145,15892.250024482397,0.0,0.0,-8470.0
2013-10-10,BEVERAGES,50737.0,0,71249,103.08,0.0,0.0,3,10,41,10,4,0.4338837391175582,-0.900968867902419,-0.8660254037844386,0.5000000000000001,282,50572.0,52196.0,45533.0,45213.0,45997.0,165.0,64266.71428571428,63374.142857142855,62652.42857142857,17621.321287144227,16009.666233282323,0.0,0.0,-1624.0
2013-10-11,BEVERAGES,69524.0,0,80838,102.17,1.0,1.0,4,10,41,11,4,-0.433883739117558,-0.9009688679024191,-0.8660254037844386,0.5000000000000001,283,50737.0,58243.0,53837.0,53085.0,59161.0,18787.0,64058.28571428572,63745.857142857145,62849.71428571428,17795.65823184864,15619.216388583904,0.0,0.0,-7506.0
2013-10-12,BEVERAGES,70580.0,0,85003,102.26666666666668,0.0,0.0,5,10,41,12,4,-0.9749279121818236,-0.2225209339563146,-0.8660254037844386,0.5000000000000001,284,69524.0,87728.0,81683.0,82022.0,73632.0,1056.0,65669.85714285714,64866.357142857145,63436.82142857143,17691.754477049217,15415.035540302611,0.0,0.0,-18204.0
2013-10-13,BEVERAGES,81370.0,0,83357,102.36333333333332,0.0,0.0,6,10,41,13,4,-0.7818314824680299,0.6234898018587334,-0.8660254037844386,0.5000000000000001,285,70580.0,91453.0,86186.0,92721.0,75026.0,10790.0,63220.142857142855,64073.28571428572,63028.17857142857,15130.153088326326,14754.774806970014,0.0,0.0,-20873.0
2013-10-14,BEVERAGES,52081.0,0,72589,102.46,0.0,0.0,0,10,42,14,4,0.0,1.0,-0.8660254037844386,0.5000000000000001,286,81370.0,58456.0,50122.0,58940.0,54829.0,-29289.0,61779.71428571428,63729.28571428572,62622.78571428572,12188.30344653274,14246.97382943847,0.0,0.0,22914.0
2013-10-15,BEVERAGES,44504.0,0,71021,101.15,0.0,0.0,1,10,42,15,4,0.7818314824680298,0.6234898018587336,-0.8660254037844386,0.5000000000000001,287,52081.0,51219.0,60321.0,51380.0,50801.0,-7577.0,60869.0,63869.21428571428,62377.82142857143,12705.252352209822,14112.028798039802,0.0,0.0,862.0
2013-10-16,BEVERAGES,49900.0,0,73902,102.34,0.0,0.0,2,10,42,16,4,0.9749279121818236,-0.2225209339563143,-0.8660254037844386,0.5000000000000001,288,44504.0,50572.0,59689.0,49395.0,49485.0,5396.0,59909.71428571428,62739.42857142857,62132.25,13764.627040767517,15021.762462990378,0.0,0.0,-6068.0
2013-10-17,BEVERAGES,44072.0,0,70806,100.72,0.0,0.0,3,10,42,17,4,0.4338837391175582,-0.900968867902419,-0.8660254037844386,0.5000000000000001,289,49900.0,50737.0,52196.0,43939.0,50756.0,-5828.0,59813.71428571428,62040.21428571428,62150.28571428572,13842.727967110684,15397.788853141716,0.0,0.0,-837.0
2013-10-18,BEVERAGES,51057.0,0,71837,100.87,0.0,0.0,4,10,42,18,4,-0.433883739117558,-0.9009688679024191,-0.8660254037844386,0.5000000000000001,290,44072.0,69524.0,58243.0,53457.0,51997.0,6985.0,58861.57142857143,61459.92857142857,62155.03571428572,14769.312214375925,15940.82482406195,0.0,0.0,-25452.0
2013-10-19,BEVERAGES,80806.0,0,93205,100.34,0.0,0.0,5,10,42,19,4,-0.9749279121818236,-0.2225209339563146,-0.8660254037844386,0.5000000000000001,291,51057.0,70580.0,87728.0,85674.0,67660.0,29749.0,56223.42857142857,60946.642857142855,62069.32142857143,14185.09116240405,16166.471645910344,0.0,0.0,-19523.0
2013-10-20,BEVERAGES,90794.0,0,91210,99.81,0.0,0.0,6,10,42,20,4,-0.7818314824680299,0.6234898018587334,-0.8660254037844386,0.5000000000000001,292,80806.0,81370.0,91453.0,92535.0,71594.0,9988.0,57684.28571428572,60452.21428571428,61895.46428571428,16281.655410453855,15370.658892731448,0.0,0.0,-564.0
2013-10-21,BEVERAGES,53253.0,0,74337,99.28,0.0,0.0,0,10,43,21,4,0.0,1.0,-0.8660254037844386,0.5000000000000001,293,90794.0,52081.0,58456.0,58727.0,51180.0,-37541.0,59030.57142857143,60405.142857142855,61833.28571428572,18766.57729277542,15269.09205329083,0.0,0.0,38713.0
2013-10-22,BEVERAGES,42987.0,0,69581,97.63,0.0,0.0,1,10,43,22,4,0.7818314824680298,0.6234898018587336,-0.8660254037844386,0.5000000000000001,294,53253.0,44504.0,51219.0,47315.0,48908.0,-10266.0,59198.0,60033.5,61637.78571428572,18699.349819356456,15383.076539096244,0.0,0.0,8749.0
2013-10-23,BEVERAGES,48435.0,0,71321,96.9,0.0,0.0,2,10,43,23,4,0.9749279121818236,-0.2225209339563143,-0.8660254037844386,0.5000000000000001,295,42987.0,49900.0,50572.0,52627.0,48631.0,5448.0,58981.28571428572,59445.5,61483.21428571428,18905.67917949775,15894.737652394972,0.0,0.0,-6913.0
2013-10-24,BEVERAGES,43362.0,0,67609,96.65,0.0,0.0,3,10,43,24,4,0.4338837391175582,-0.900968867902419,-0.8660254037844386,0.5000000000000001,296,48435.0,44072.0,50737.0,45533.0,45340.0,-5073.0,58772.0,59292.857142857145,61333.5,19030.659561174776,15996.443873355338,0.0,0.0,4363.0
2013-10-25,BEVERAGES,51872.0,0,72010,97.4,0.0,0.0,4,10,43,25,4,-0.433883739117558,-0.9009688679024191,-0.8660254037844386,0.5000000000000001,297,43362.0,51057.0,69524.0,53837.0,58691.0,8510.0,58670.57142857143,58766.07142857143,61255.96428571428,19123.7291765766,16415.81153580662,0.0,0.0,-7695.0
2013-10-26,BEVERAGES,76303.0,0,89451,97.84666666666666,0.0,0.0,5,10,43,26,4,-0.9749279121818236,-0.2225209339563146,-0.8660254037844386,0.5000000000000001,298,51872.0,80806.0,70580.0,81683.0,84981.0,24431.0,58787.0,57505.21428571428,61185.78571428572,19072.062115391007,16202.478044938189,0.0,0.0,-28934.0
2013-10-27,BEVERAGES,88675.0,0,86852,98.29333333333334,0.0,0.0,6,10,43,27,4,-0.7818314824680299,0.6234898018587334,-0.8660254037844386,0.5000000000000001,299,76303.0,90794.0,81370.0,86186.0,103265.0,12372.0,58143.71428571428,57914.0,60993.642857142855,18264.439490571873,16624.428452870678,0.0,0.0,-14491.0
2013-10-28,BEVERAGES,54626.0,0,73374,98.74,0.0,0.0,0,10,44,28,4,0.0,1.0,-0.8660254037844386,0.5000000000000001,300,88675.0,53253.0,52081.0,50122.0,69338.0,-34049.0,57841.0,58435.78571428572,61082.53571428572,17639.989125091113,17508.403736837026,0.0,0.0,35422.0
2013-10-29,BEVERAGES,48415.0,0,69205,98.29,0.0,0.0,1,10,44,29,4,0.7818314824680298,0.6234898018587336,-0.8660254037844386,0.5000000000000001,301,54626.0,42987.0,44504.0,60321.0,58184.0,-6211.0,58037.142857142855,58617.57142857143,61243.392857142855,17588.028479892884,17450.464264109647,0.0,0.0,11639.0
2013-10-30,BEVERAGES,47144.0,0,72246,96.81,0.0,0.0,2,10,44,30,4,0.9749279121818236,-0.2225209339563143,-0.8660254037844386,0.5000000000000001,302,48415.0,48435.0,49900.0,59689.0,56818.0,-1271.0,58812.57142857143,58896.92857142857,60818.17857142857,16920.905618564877,17237.147137970507,0.0,0.0,-20.0
2013-10-31,BEVERAGES,44981.0,0,71553,96.29,0.0,0.0,3,10,44,31,4,0.4338837391175582,-0.900968867902419,-0.8660254037844386,0.5000000000000001,303,47144.0,43362.0,44072.0,52196.0,49568.0,-2163.0,58628.142857142855,58700.07142857143,60370.142857142855,17059.336421527558,17363.077994873052,0.0,0.0,3782.0
2013-11-01,BEVERAGES,60038.0,0,79385,94.56,0.0,0.0,4,11,44,1,4,-0.433883739117558,-0.9009688679024191,-0.5000000000000004,0.8660254037844384,304,44981.0,51872.0,51057.0,58243.0,52021.0,15057.0,58859.42857142857,58765.0,60112.46428571428,16827.26306580229,17305.77412310703,0.0,0.0,-6891.0
2013-11-02,BEVERAGES,85721.0,0,93949,94.56666666666666,1.0,1.0,5,11,44,2,4,-0.9749279121818236,-0.2225209339563146,-0.5000000000000004,0.8660254037844384,305,60038.0,76303.0,80806.0,87728.0,85849.0,25683.0,60026.0,59406.5,60176.57142857143,16542.769538381406,17163.946084519976,0.0,0.0,-16265.0
2013-11-03,BEVERAGES,97066.0,0,91085,94.57333333333334,1.0,1.0,6,11,44,3,4,-0.7818314824680299,0.6234898018587334,-0.5000000000000004,0.8660254037844384,306,85721.0,88675.0,90794.0,91453.0,93549.0,11345.0,61371.42857142857,59757.57142857143,60104.892857142855,18369.360330517255,17677.892280883105,0.0,0.0,-2954.0
2013-11-04,BEVERAGES,61172.0,0,79630,94.58,0.0,0.0,0,11,45,4,4,0.0,1.0,-0.5000000000000004,0.8660254037844384,307,97066.0,54626.0,53253.0,58456.0,57483.0,-35894.0,62570.142857142855,60205.57142857143,60305.357142857145,20587.858067548554,18581.321202981035,0.0,0.0,42440.0
2013-11-05,BEVERAGES,53889.0,0,76352,93.4,0.0,0.0,1,11,45,5,4,0.7818314824680298,0.6234898018587336,-0.5000000000000004,0.8660254037844384,308,61172.0,48415.0,42987.0,51219.0,46900.0,-7283.0,63505.28571428572,60771.21428571428,60402.357142857145,20313.72012306204,18473.615027420048,0.0,0.0,12757.0
2013-11-06,BEVERAGES,55177.0,0,76148,94.74,1.0,1.0,2,11,45,6,4,0.9749279121818236,-0.2225209339563143,-0.5000000000000004,0.8660254037844384,309,53889.0,47144.0,48435.0,50572.0,50787.0,1288.0,64287.28571428572,61549.92857142857,60497.71428571428,19733.047202719667,17886.748276799324,0.0,0.0,6745.0
2013-11-07,BEVERAGES,48297.0,0,70599,94.25,1.0,1.0,3,11,45,7,4,0.4338837391175582,-0.900968867902419,-0.5000000000000004,0.8660254037844384,310,55177.0,44981.0,43362.0,50737.0,45213.0,-6880.0,65434.857142857145,62031.5,60662.17857142857,18780.510868349436,17594.86604207212,0.0,0.0,10196.0
2013-11-08,BEVERAGES,55735.0,0,74646,94.56,0.0,0.0,4,11,45,8,4,-0.433883739117558,-0.9009688679024191,-0.5000000000000004,0.8660254037844384,311,48297.0,60038.0,51872.0,69524.0,53085.0,7438.0,65908.57142857143,62384.0,60575.03571428572,18211.811962360633,17237.878050743624,0.0,0.0,-11741.0
2013-11-09,BEVERAGES,83121.0,0,91367,94.75,0.0,0.0,5,11,45,9,4,-0.9749279121818236,-0.2225209339563146,-0.5000000000000004,0.8660254037844384,312,55735.0,85721.0,76303.0,70580.0,82022.0,27386.0,65293.857142857145,62659.92857142857,60082.57142857143,18513.118775871462,17086.924512685102,0.0,0.0,-29986.0
2013-11-10,BEVERAGES,96165.0,0,91689,94.94,1.0,1.0,6,11,45,10,4,-0.7818314824680299,0.6234898018587334,-0.5000000000000004,0.8660254037844384,313,83121.0,97066.0,88675.0,81370.0,92721.0,13044.0,64922.42857142857,63146.92857142857,60530.46428571428,18055.407978932933,17595.280269542098,0.0,0.0,-13945.0
2013-11-11,BEVERAGES,56988.0,0,75194,95.13,1.0,1.0,0,11,46,11,4,0.0,1.0,-0.5000000000000004,0.8660254037844384,314,96165.0,61172.0,54626.0,52081.0,58940.0,-39177.0,64793.71428571428,63681.92857142857,61058.857142857145,17789.321035519108,18520.72436058214,0.0,0.0,34993.0
2013-11-12,BEVERAGES,51700.0,0,72225,93.12,1.0,1.0,1,11,46,12,4,0.7818314824680298,0.6234898018587336,-0.5000000000000004,0.8660254037844384,315,56988.0,53889.0,48415.0,44504.0,51380.0,-5288.0,64196.0,63850.642857142855,61234.107142857145,18000.329543279677,18442.476755106363,0.0,0.0,3099.0
2013-11-13,BEVERAGES,49737.0,0,71600,93.91,0.0,0.0,2,11,46,13,4,0.9749279121818236,-0.2225209339563143,-0.5000000000000004,0.8660254037844384,316,51700.0,55177.0,47144.0,49900.0,49395.0,-1963.0,63883.28571428572,64085.28571428572,61491.107142857145,18226.82280517998,18250.885299617155,0.0,0.0,-3477.0
2013-11-14,BEVERAGES,43748.0,0,67268,93.76,0.0,0.0,3,11,46,14,4,0.4338837391175582,-0.900968867902419,-0.5000000000000004,0.8660254037844384,317,49737.0,48297.0,44981.0,44072.0,43939.0,-5989.0,63106.142857142855,64270.5,61485.28571428572,18767.848166732492,18078.075258125875,0.0,0.0,1440.0
2013-11-15,BEVERAGES,57886.0,0,74804,93.8,0.0,0.0,4,11,46,15,4,-0.433883739117558,-0.9009688679024191,-0.5000000000000004,0.8660254037844384,318,43748.0,55735.0,60038.0,51057.0,53457.0,14138.0,62456.28571428572,64182.42857142857,61473.71428571428,19433.062597150303,18181.98192934759,0.0,0.0,-11987.0
2013-11-16,BEVERAGES,86253.0,0,94069,93.54333333333334,0.0,0.0,5,11,46,16,4,-0.9749279121818236,-0.2225209339563146,-0.5000000000000004,0.8660254037844384,319,57886.0,83121.0,85721.0,80806.0,85674.0,28367.0,62763.57142857143,64028.71428571428,61717.607142857145,19325.7789395162,18228.751594152574,0.0,0.0,-25235.0
2013-11-17,BEVERAGES,95914.0,0,90357,93.28666666666666,0.0,0.0,6,11,46,17,4,-0.7818314824680299,0.6234898018587334,-0.5000000000000004,0.8660254037844384,320,86253.0,96165.0,97066.0,90794.0,92535.0,9661.0,63211.0,64066.71428571428,61912.142857142855,19903.271925322573,18277.93836391747,0.0,0.0,-9912.0
2013-11-18,BEVERAGES,56867.0,0,76133,93.03,0.0,0.0,0,11,47,18,4,0.0,1.0,-0.5000000000000004,0.8660254037844384,321,95914.0,56988.0,61172.0,53253.0,58727.0,-39047.0,63175.142857142855,63984.42857142857,62095.0,19834.11410027827,18119.860241922797,0.0,0.0,38926.0
2013-11-19,BEVERAGES,48933.0,0,71496,93.35,0.0,0.0,1,11,47,19,4,0.7818314824680298,0.6234898018587336,-0.5000000000000004,0.8660254037844384,322,56867.0,51700.0,53889.0,42987.0,47315.0,-7934.0,63157.857142857145,63676.92857142857,62224.07142857143,19840.456693572454,18207.575779431416,0.0,0.0,5167.0
2013-11-20,BEVERAGES,50178.0,0,74998,93.34,0.0,0.0,2,11,47,20,4,0.9749279121818236,-0.2225209339563143,-0.5000000000000004,0.8660254037844384,323,48933.0,49737.0,55177.0,48435.0,52627.0,1245.0,62762.57142857143,63322.92857142857,62436.42857142857,20132.199108700996,18458.95876913594,0.0,0.0,-804.0
2013-11-21,BEVERAGES,46136.0,0,69198,95.35,0.0,0.0,3,11,47,21,4,0.4338837391175582,-0.900968867902419,-0.5000000000000004,0.8660254037844384,324,50178.0,43748.0,48297.0,43362.0,45533.0,-4042.0,62825.57142857143,62965.857142857145,62498.67857142857,20085.279807669627,18675.733040322884,0.0,0.0,6430.0
2013-11-22,BEVERAGES,52719.0,0,73466,94.53,0.0,0.0,4,11,47,22,4,-0.433883739117558,-0.9009688679024191,-0.5000000000000004,0.8660254037844384,325,46136.0,57886.0,55735.0,51872.0,53837.0,6583.0,63166.71428571428,62811.5,62597.75,19724.28369391638,18814.71236007367,0.0,0.0,-11750.0
2013-11-23,BEVERAGES,78307.0,0,91187,94.30666666666669,0.0,0.0,5,11,47,23,4,-0.9749279121818236,-0.2225209339563146,-0.5000000000000004,0.8660254037844384,326,52719.0,86253.0,83121.0,76303.0,81683.0,25588.0,62428.57142857143,62596.07142857143,62628.0,20048.85287539035,18918.948960334383,0.0,0.0,-33534.0
2013-11-24,BEVERAGES,88883.0,0,87771,94.08333333333331,0.0,0.0,6,11,47,24,4,-0.7818314824680299,0.6234898018587334,-0.5000000000000004,0.8660254037844384,327,78307.0,95914.0,96165.0,88675.0,86186.0,10576.0,61293.42857142857,62252.21428571428,62699.57142857143,18651.363943486303,18557.50199195247,0.0,0.0,-17607.0
2013-11-25,BEVERAGES,54032.0,0,73966,93.86,0.0,0.0,0,11,48,25,4,0.0,1.0,-0.5000000000000004,0.8660254037844384,328,88883.0,56867.0,56988.0,54626.0,50122.0,-34851.0,60289.0,61732.07142857143,62707.0,16546.79530906211,17611.808702224127,0.0,0.0,32016.0
2013-11-26,BEVERAGES,45566.0,0,70690,93.41,0.0,0.0,1,11,48,26,4,0.7818314824680298,0.6234898018587336,-0.5000000000000004,0.8660254037844384,329,54032.0,48933.0,51700.0,48415.0,60321.0,-8466.0,59884.0,61520.92857142857,62685.78571428572,16678.681003005,17690.602074653576,0.0,0.0,5099.0
2013-11-27,BEVERAGES,49371.0,0,71571,92.05,0.0,0.0,2,11,48,27,4,0.9749279121818236,-0.2225209339563143,-0.5000000000000004,0.8660254037844384,330,45566.0,50178.0,49737.0,47144.0,59689.0,3805.0,59403.0,61082.78571428572,62584.03571428572,17090.5997359172,18025.340629144972,0.0,0.0,-4612.0
2013-11-28,BEVERAGES,48532.0,0,69896,92.3,0.0,0.0,3,11,48,28,4,0.4338837391175582,-0.900968867902419,-0.5000000000000004,0.8660254037844384,331,49371.0,46136.0,43748.0,44981.0,52196.0,-839.0,59287.71428571428,61056.642857142855,62663.57142857143,17165.755442297366,18043.31810098707,0.0,0.0,3235.0
2013-11-29,BEVERAGES,53854.0,0,74816,92.55,0.0,0.0,4,11,48,29,4,-0.433883739117558,-0.9009688679024191,-0.5000000000000004,0.8660254037844384,332,48532.0,52719.0,57886.0,60038.0,58243.0,5322.0,59630.0,61398.357142857145,62790.392857142855,16881.33409025088,17732.933431708578,0.0,0.0,-4187.0
2013-11-30,BEVERAGES,83454.0,0,94311,92.90333333333334,0.0,0.0,5,11,48,30,4,-0.9749279121818236,-0.2225209339563146,-0.5000000000000004,0.8660254037844384,333,53854.0,78307.0,86253.0,85721.0,87728.0,29600.0,59792.142857142855,61110.357142857145,62569.53571428572,16809.188295181208,17826.858563618378,0.0,0.0,-24453.0
2013-12-01,BEVERAGES,110068.0,0,96910,93.25666666666666,0.0,0.0,6,12,48,1,4,-0.7818314824680299,0.6234898018587334,-2.4492935982947064e-16,1.0,334,83454.0,88883.0,95914.0,97066.0,91453.0,26614.0,60527.42857142857,60910.42857142857,62488.57142857143,17835.32029295748,17536.52409956165,0.0,0.0,-5429.0
2013-12-02,BEVERAGES,69163.0,0,82768,93.61,0.0,0.0,0,12,49,2,4,0.0,1.0,-2.4492935982947064e-16,1.0,335,110068.0,54032.0,56867.0,61172.0,58456.0,-40905.0,63553.857142857145,61921.42857142857,62952.92857142857,24134.024380726973,19951.465975497384,0.0,0.0,56036.0
2013-12-03,BEVERAGES,57259.0,0,79820,95.83,0.0,0.0,1,12,49,3,4,0.7818314824680298,0.6234898018587336,-2.4492935982947064e-16,1.0,336,69163.0,45566.0,48933.0,53889.0,51219.0,-11904.0,65715.42857142857,62799.71428571428,63238.32142857143,23814.550103225716,19982.46661615966,0.0,0.0,23597.0
2013-12-04,BEVERAGES,55770.0,0,80529,96.97,0.0,0.0,2,12,49,4,4,0.9749279121818236,-0.2225209339563143,-2.4492935982947064e-16,1.0,337,57259.0,49371.0,50178.0,55177.0,50572.0,-1489.0,67385.85714285714,63394.42857142857,63358.67857142857,22541.724907591353,19659.307436405845,0.0,0.0,7888.0
2013-12-05,BEVERAGES,54490.0,0,77466,97.14,1.0,1.0,3,12,49,5,4,0.4338837391175582,-0.900968867902419,-2.4492935982947064e-16,1.0,338,55770.0,48532.0,46136.0,48297.0,50737.0,-1280.0,68300.0,63793.857142857145,63379.857142857145,21807.183946274843,19425.544478488,0.0,0.0,7238.0
2013-12-06,BEVERAGES,67538.0,0,80763,97.48,1.0,1.0,4,12,49,6,4,-0.433883739117558,-0.9009688679024191,-2.4492935982947064e-16,1.0,339,54490.0,53854.0,52719.0,55735.0,69524.0,13048.0,69151.14285714286,64390.57142857143,63601.03571428572,21008.691839558323,18964.237609508364,0.0,0.0,636.0
2013-12-07,BEVERAGES,81986.0,0,95160,97.35333333333334,0.0,0.0,5,12,49,7,4,-0.9749279121818236,-0.2225209339563146,-2.4492935982947064e-16,1.0,340,67538.0,83454.0,78307.0,83121.0,70580.0,14448.0,71106.0,65449.07142857143,64022.57142857143,19958.45761408767,18674.014897153807,0.0,0.0,-15916.0
2013-12-08,BEVERAGES,88714.0,0,92142,97.22666666666666,1.0,1.0,6,12,49,8,4,-0.7818314824680299,0.6234898018587334,-2.4492935982947064e-16,1.0,341,81986.0,110068.0,88883.0,96165.0,81370.0,6728.0,70896.28571428571,65711.85714285714,63982.03571428572,19814.277753800736,18893.469998743167,0.0,0.0,-28082.0
2013-12-09,BEVERAGES,57522.0,0,80274,97.1,0.0,0.0,0,12,50,9,4,0.0,1.0,-2.4492935982947064e-16,1.0,342,88714.0,69163.0,54032.0,56988.0,52081.0,-31192.0,67845.71428571429,65699.78571428571,63715.92857142857,13376.21930534793,18877.5739688804,0.0,0.0,19551.0
2013-12-10,BEVERAGES,54913.0,0,79326,98.32,0.0,0.0,1,12,50,10,4,0.7818314824680298,0.6234898018587336,-2.4492935982947064e-16,1.0,343,57522.0,57259.0,45566.0,51700.0,44504.0,-2609.0,66182.71428571429,65949.07142857143,63735.0,13898.586915154212,18734.142699542317,0.0,0.0,263.0
2013-12-11,BEVERAGES,59185.0,0,82055,97.25,0.0,0.0,2,12,50,11,4,0.9749279121818236,-0.2225209339563143,-2.4492935982947064e-16,1.0,344,54913.0,55770.0,49371.0,49737.0,49900.0,4272.0,65847.57142857143,66616.71428571429,63849.75,14175.16518254308,18107.94587351761,0.0,0.0,-857.0
2013-12-12,BEVERAGES,53054.0,0,80045,97.21,0.0,0.0,3,12,50,12,4,0.4338837391175582,-0.900968867902419,-2.4492935982947064e-16,1.0,345,59185.0,54490.0,48532.0,43748.0,44072.0,-6131.0,66335.42857142857,67317.71428571429,64187.17857142857,13824.96671312623,17570.968737483658,0.0,0.0,4695.0
2013-12-13,BEVERAGES,64038.0,0,84558,96.27,0.0,0.0,4,12,50,13,4,-0.433883739117558,-0.9009688679024191,-2.4492935982947064e-16,1.0,346,53054.0,67538.0,53854.0,57886.0,51057.0,10984.0,66130.28571428571,67640.71428571429,64519.53571428572,14039.02780008036,17237.472884693718,0.0,0.0,-14484.0
2013-12-14,BEVERAGES,86129.0,0,101340,96.57333333333334,0.0,0.0,5,12,50,14,4,-0.9749279121818236,-0.2225209339563146,-2.4492935982947064e-16,1.0,347,64038.0,81986.0,83454.0,86253.0,80806.0,22091.0,65630.28571428571,68368.14285714286,64739.25,14042.861825073116,16820.761108990162,0.0,0.0,-17948.0
2013-12-15,BEVERAGES,100122.0,0,102239,96.87666666666668,0.0,0.0,6,12,50,15,4,-0.7818314824680299,0.6234898018587334,-2.4492935982947064e-16,1.0,348,86129.0,88714.0,110068.0,95914.0,90794.0,13993.0,66222.14285714286,68559.21428571429,64734.82142857143,14907.758845967574,17019.328153505503,0.0,0.0,-2585.0
2013-12-16,BEVERAGES,67450.0,0,92585,97.18,0.0,0.0,0,12,51,16,4,0.0,1.0,-2.4492935982947064e-16,1.0,349,100122.0,57522.0,69163.0,56867.0,53253.0,-32672.0,67851.85714285714,67848.78571428571,64885.107142857145,18065.494452395276,15271.169740993762,0.0,0.0,42600.0
